 0   5.0000
 1   1.7089
 2  -0.0001
 3   3.1211
 4   2.0005
 5  -2.7082
 6  -5.9996
 7  -6.9516
 8  -4.0010
 9  -1.1216
10  -0.0008
11   5.9489
12  11.0000
13   5.9545
14   0.0012
15  -1.1208
16  -3.9981
17  -6.9510
18  -6.0013
19  -2.7112
20   1.9976
21   3.1227
22   0.0012
23   1.7057
24   5.0000
25   1.7122
26  -0.0015
27   3.1196
28   2.0034
29  -2.7051
30  -5.9979
31  -6.9523
32  -4.0038
33  -1.1224
34  -0.0028
35   5.9432
36  11.0000
37   5.9601
38   0.0032
39  -1.1200
40  -3.9952
41  -6.9503
42  -6.0029
43  -2.7143
44   1.9947
45   3.1242
46   0.0026
47   1.7024
48   5.0000
